sifra,vrsta_dela,lokacija,neto_placilo,trajanje,delovnik,prosta_mesta
352190,MONTAŽA,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

352319,DELO NA TERENU,LOGATEC,5.24 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",PO DOGOVORU,3

352634,PISMONOŠA,KOMENDA,6.76 €/h neto,PO DOGOVORU,POPOLDAN,2

352724,POMOČ V STREŽBI,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,

352916,STREŽBA HRANE IN PIJAČE,MOKRONOG,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

353049,DELO NA BENCINSKEM SERVISU,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

353064,MIZARSKA DELA,PETROVČE IN NA TERENU,6.00 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,5

353065,DELO NA RAČUNALNIKU,PETROVČE IN NA TERENU,6.00 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

353190,DELO NA BENCINSKEM SERVISU,BERTOKI,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

353243,PRAVNE STORITVE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

353274,PROJEKTIRANJE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

353289,STREŽBA,TRZIN,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

353625,INŠTRUKCIJE,PO SLOVENIJI,7.61 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,

353885,DELO V TURIZMU,TOLMIN,8.00 €/h neto,PO DOGOVORU,IZMENSKO,

353890,TELEFONSKI MARKETING,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,5

354597,DELO NA BENCINSKEM SERVISU,TRZIN,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

354653,FIZIČNA DELA,OBČINA JESENICE IN ŽIROVNICA,5.49 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",DOPOLDAN,

354904,HOSTES/A,PRIMORSKA,6.76 €/h neto,PO DOGOVORU (PROJEKTNO),PO DOGOVORU,5

354985,STREŽBA,KRANJ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

355012,DELO V ZDRAVSTVU,MEDVODE,7.18 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

355172,STREŽBA,CELJE,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,3

355173,STREŽBA,POLZELA,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,3

355192,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

355203,STREŽBA HRANE IN PIJAČE,HRASTNIK,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

355288,DELO NA TERENU,NOVO MESTO,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

355292,ČIŠČENJE,LJUBLJANA,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,3

355314,FIZIČNA DELA,GROSUPLJE,7.50 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,2

355550,STREŽBA,BLED,8.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

355672,STREŽBA,HORJUL,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

355757,PROMOCIJA,MARIBOR,6.08 €/h neto,PO DOGOVORU,PO DOGOVORU,5

355962,STREŽBA,LAŠKO,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

356014,STREŽBA HRANE IN PIJAČE,VELIKA PLANINA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

356084,ELEKTROTEHNIČNA DELA,LJUBLJANA IN OKOLICA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

356153,ČIŠČENJE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

356156,STREŽBA,BRESTANICA,5.50 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

356252,ČIŠČENJE,LJUBLJANA CENTER,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

356305,STREŽBA HRANE IN PIJAČE,KRANJSKA GORA,7.50 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

356306,POMOČ V STREŽBI,KRANJSKA GORA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

356308,STREŽBA,DRAGONJA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

356355,PRODAJA,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

356357,STREŽBA,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

356494,DELO V PROIZVODNJI,VIDEM DOBREPOLJE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

356713,ADMINISTRATIVNA DELA,LJUBLJANA - BEŽIGRAD,5.92 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

356749,POMOČ PRI PRODAJI,LJUBLJANA,5.49 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

356818,STREŽBA,LJUBLJANA - ŠIŠKA,7.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

356819,STREŽBA,LJUBLJANA BTC,7.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

356843,BLAGAJNIK,KOPER,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

356932,NAKLADANJE/ RAZKLADANJE,LJUBLJANA BTC,6.50 €/h neto,PO DOGOVORU,DOPOLDAN,8

356941,DELO S STRANKAMI,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

356942,DELO S STRANKAMI,LJUBLJANA - ŠIŠKA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

356943,DELO S STRANKAMI,DOMŽALE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

357001,STREŽBA,KOPER,6.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

357049,DELO S STRANKAMI,CELJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

357089,STREŽBA HRANE IN PIJAČE,KOPER,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,5

357106,PARKIRANJE VOZIL ,KOPER,5.77 €/h neto,PO DOGOVORU,PO DOGOVORU,5

357135,POMOČ V STREŽBI,LJUBLJANA,8.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

357268,POMOČ PRI PRODAJI,LJUBLJANA,6.00 €/h neto,PO DOGOVORU ,POPOLDAN,

357461,PROJEKTIRANJE,MEDVODE,8.62 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

357515,STREŽBA,RAKITNA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

357536,STREŽBA,VRHNIKA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

357568,POMOČ V STREŽBI,KOPER,6.50 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

357660,STREŽBA,KRANJSKA GORA,6.42 €/h neto,PO DOGOVORU,MED VIKENDI,2

357693,MODEL ,LJUBLJANA - DOBRUNJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO)/ PO PROJEKTU,PO DOGOVORU,4

357695,POMOČ UPORABNIKOM,PO SLOVENIJI,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

357696,POMOČ UPORABNIKOM,PO SLOVENIJI,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

357697,POMOČ UPORABNIKOM,PO SLOVENIJI,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

357700,POMOČ UPORABNIKOM,PO SLOVENIJI,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

357756,STREŽBA,IVANČNA GORICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

357855,STREŽBA,VRHNIKA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

357867,STREŽBA,ŠKOFJA LOKA,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

357978,STREŽBA,LJUBLJANA BTC,7.01 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

357981,STREŽBA,LJUBLJANA CENTER,7.01 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

357982,STREŽBA,LJUBLJANA CENTER,7.01 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

357984,STREŽBA,LJUBLJANA,7.01 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

357999,ZDRAVSTVENA NEGA,LJUBLJANA,7.18 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",PO DOGOVORU,3

358058,POMOČ V STREŽBI,GORNJA RADGONA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

358093,STREŽBA,LJUBLJANA BEŽIGRAD,7.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

358106,STREŽBA,MURSKA SOBOTA,5.49 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

358138,STREŽBA,MARIBOR,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

358187,STREŽBA,ZBILJE MEDVODE,8.45 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

358200,SVETOVALEC/KA,CELJE,5.49 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,

358208,POMOČ V KUHINJI,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,IZMENSKO,3

358239,STREŽBA,MARIBOR - TEZNO,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

358240,STREŽBA,CELJE,6.00 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

358259,STREŽBA,NOVO MESTO,6.76 €/h neto,PO DOGOVORU,PO DOGOVORU,2

358302,POMOČ PRI OSKRBI STANOVALCEV,LJUBLJANA,5.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

358325,FOTOGRAFIRANJE,LJUBLJANA - DOBRUNJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,10

358373,STREŽBA,SLOVENSKA BISTRICA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

358425,STREŽBA HRANE IN PIJAČE,SMOKUČ,7.00 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,

358470,STREŽBA,LJUBLJANA CENTER,7.00 €/h neto,PO DOGOVORU,IZMENSKO,3

358575,STREŽBA,BLED,7.00 €/h neto,"DLJE ČASA (ZAČ. IN OBČ. DELO), PO DOGOVORU",POPOLDAN,

358825,STREŽBA,LJUBLJANA,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,4

358866,PROJEKTNO DELO,LJUBLJANA,9.29 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

358909,DELO V PROIZVODNJI,PESNICA PRI MARIBORU,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

358952,STREŽBA,MEDVODE,5.75 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,4

359076,POMOČ V STREŽBI,SLOVENSKE KONJICE,6.00 €/h neto,DLJE ČASA (OBČASNO),MED VIKENDI,

359103,STREŽBA,TRŽIČ,5.50 €/h neto,PO DOGOVORU,IZMENSKO,4

359192,ZDRAVSTVENA NEGA,TRŽIČ,7.60 €/h neto,PO DOGOVORU,PO DOGOVORU,3

359227,DELO NA BENCINSKEM SERVISU,KRANJ,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

359235,STREŽBA,KAMNIK,5.30 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

359308,STREŽBA,LJUBLJANA CENTER,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,5

359309,STREŽBA HRANE IN PIJAČE,LJUBLJANA,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

359526,STREŽBA HRANE IN PIJAČE,LJUBLJANA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

359549,STREŽBA,PORTOROŽ,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

359565,POMOČ V STREŽBI,ČRNI KAL,6.34 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

359580,POMOČ V TRGOVINI,PRESERJE,8.45 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

359629,POMOČ V STREŽBI,LOGATEC,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

359672,STREŽBA,KOPER,7.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

359717,PROGRAMIRANJE,LJUBLJANA,9.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

359963,DELO V PROIZVODNJI,DOMŽALE,6.25 €/h neto,PO DOGOVORU,PO DOGOVORU,

360031,PROJEKTIRANJE,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

360060,STREŽBA,VELIKE LAŠČE,6.50 €/h neto,PO DOGOVORU,IZMENSKO,3

360080,STREŽBA,LJUBLJANA,7.00 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

360125,POMOČ V STREŽBI,MARIBOR LENT,5.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

360186,STREŽBA,MURSKA SOBOTA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,2

360215,UČITELJ/ICA PLAVANJA,LJUBLJANA,10.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

360259,STREŽBA,GROSUPLJE,8.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

360300,ZDRAVSTVENA NEGA,KRANJ,7.60 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

360409,STREŽBA,HORJUL,8.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

360426,STREŽBA,LJUBLJANA CENTER,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

360443,ZDRAVSTVENA NEGA,ŠKOFJA LOKA,6.76 €/h neto,PO DOGOVORU ,IZMENSKO,4

360451,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

360453,STREŽBA,LJUBLJANA  VIČ,6.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

360531,POMOČ V STREŽBI,LJUBLJANA RUDNIK,7.00 €/h neto,PO DOGOVORU,IZMENSKO,4

360553,STREŽBA HRANE IN PIJAČE,KRANJSKA GORA,6.76 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

360580,PROGRAMIRANJE,DELO OD DOMA,8.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

360585,STREŽBA HRANE IN PIJAČE,LJUBLJANA,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

360615,STREŽBA,MOKRONOG,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

360678,POMOČ V STREŽBI,KOPER,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

360683,POMOČ V KUHINJI,KOPER,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

360735,STREŽBA,LJUBLJANA,5.58 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

360780,POMOČ V STREŽBI,MARIBOR,5.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

360784,STREŽBA,MARIBOR,6.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

360831,DELO V TURIZMU,DIVAČA,5.41 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

360868,STREŽBA,TRŽIČ,5.70 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

360883,STREŽBA HRANE IN PIJAČE,LJUBLJANA,7.00 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,3

360901,STREŽBA HRANE IN PIJAČE,VIDEM-DOBREPOLJE,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

360926,STREŽBA,LJUBLJANA PRULE,7.90 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

360986,ZDRAVSTVENA NEGA,LJUBLJANA,7.61 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,2

361010,DELO NA RECEPCIJI,LJUBLJANA,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

361027,STREŽBA,GROSUPLJE,7.00 €/h neto,DLJE ČASA (OBČASNO) ,IZMENSKO,2

361138,STREŽBA,LJUBLJANA,10.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

361157,STREŽBA,"KOKRICA, KRANJ",7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

361168,STREŽBA,MARIBOR,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,3

361220,STREŽBA,PERNICA,6.00 €/h neto,PO DOGOVORU,IZMENSKO,2

361234,STREŽBA HRANE IN PIJAČE,RAČE,6.00 €/h neto,PO DOGOVORU ,POPOLDAN,

361253,DELO NA BENCINSKEM SERVISU,VRTOJBA AC-S,5.28 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

361282,POMOČ V KUHINJI,ŽABNICA,5.92 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

361319,STREŽBA,SEŽANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

361328,POMOČ V STREŽBI,PIRAN,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,4

361334,STREŽBA,LJUBLJANA RUDNIK,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

361437,PROGRAMIRANJE,GORNJA RADGONA,8.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

361438,DELO V IGRALNICI,KRANJSKA GORA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

361486,BLAGAJNIK,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,4

361557,STREŽBA,LJUBLJANA - BEŽIGRAD,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,2

361590,DELO NA RECEPCIJI,MEDVODE,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

361602,STREŽBA,LJUBLJANA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

361610,STREŽBA,LATKOVA VAS ALI MOZIRJE,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,5

361706,STREŽBA,"ŠMARTNO PRI LITIJI, LITIJA",7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

361734,STREŽBA,TRZIN,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

361749,STREŽBA,VRHNIKA,7.00 €/h neto,PO DOGOVORU,IZMENSKO,

361781,STREŽBA,MARIBOR RAZVANJE,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

361815,STREŽBA,LJUBLJANA ŠIŠKA,7.00 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,2

361847,POMOČ V KUHINJI,MEDVODE,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),MED VIKENDI,

361878,POMOČ V STREŽBI,ZBILJSKO JEZERO,6.50 €/h neto,PO DOGOVORU,PO DOGOVORU,

361903,PROMOCIJA,OSREDNJA SLOVENIJA,6.08 €/h neto,PO DOGOVORU,PO DOGOVORU,5

361939,STREŽBA,LJUBLJANA ŠIŠKA,5.50 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,

361975,STREŽBA,ŠKOFJA LOKA - TC MERCATOR,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,3

362072,STREŽBA,LJUBLJANA ŠIŠKA,6.50 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

362074,STREŽBA,LJUBLJANA - ŠIŠKA,6.76 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

362079,DELO NA RECEPCIJI,LJUBLJANA FUŽINE,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

362091,FIGURANT,GROSUPLJE,5.92 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

362120,POMOČ V STREŽBI,ŠMARTNO OB PAKI,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

362128,STREŽBA,LJUBLJANA VIČ,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

362267,POMOČ V STREŽBI,RIMSKE TOPLICE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,5

362336,POMOČ V STREŽBI,BEGUNJE NA GORENJSKEM,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

362341,STREŽBA,VIDEM PRI PTUJU,6.20 €/h neto,DLJE ČASA (OBČASNO),IZMENSKO,3

362349,SOBAR/ICA,BLED,7.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

362350,SOBAR/ICA,BOHINJSKA BISTRICA,7.20 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

362355,HOSTES/A,MARIBOR,7.00 €/h neto,DLJE ČASA (OBČASNO),MED VIKENDI,20

362421,PROGRAMIRANJE,LJUBJANA,10.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

362422,PROGRAMIRANJE,LJUBLJANA,10.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

362423,PROGRAMIRANJE,LJUBLJANA,10.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

362495,POMOČ V STREŽBI,KRANJ,10.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

362519,DELO V KUHINJI,PIRAN,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,2

362520,PROGRAMIRANJE,DELO OD DOMA,8.00 €/h neto,"OBČASNO, PO DOGOVORU",PO DOGOVORU,2

362531,STREŽBA,LJUBLJANA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,

362563,POMOČ V STREŽBI,ZGORNJA KUNGOTA,7.00 €/h neto,PO DOGOVORU,MED VIKENDI,2

362574,STREŽBA,LAVRICA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

362603,IZDELAVA IN UREJANJE WWW STRANI,PREBOLD,6.00 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,

362637,DELO V KUHINJI,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

362639,STREŽBA,LJUBLJANA,6.76 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,

362642,SLIKOPLESKARSKA DELA,KRANJ Z OKOLICO,5.66 €/h neto,DLJE ČASA (OBČASNO),PO DOGOVORU,2

362716,STREŽBA,ŠKOFJA LOKA,7.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

362718,POMOČ V KUHINJI,LAŠKO,5.32 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,3

362809,STREŽBA,RIBNICA,6.25 €/h neto,PO DOGOVORU,MED VIKENDI,

362815,DELO V PROIZVODNJI,MARIBOR,6.34 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),DOPOLDAN,

362880,STREŽBA,BLANCA,7.18 €/h neto,PO DOGOVORU,IZMENSKO,2

362912,STREŽBA HRANE IN PIJAČE,SLOVENSKA BISTRICA,7.18 €/h neto,PO DOGOVORU,IZMENSKO,2

362978,STREŽBA,GORENJA VAS,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

363063,STREŽBA HRANE IN PIJAČE,RADOVLJICA,7.00 €/h neto,PO DOGOVORU,PO DOGOVORU,2

363169,STREŽBA,ŽALEC,8.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3

363181,POMOČ V STREŽBI,SLOVENSKA BISTRICA,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

363186,POMOČ V KUHINJI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,

363231,STREŽBA,LJUBLJANA,8.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

363253,DELO NA BENCINSKEM SERVISU,LJUBLJANA RUDNIK,6.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,2

363257,DELO V PROIZVODNJI,ŠKOFJA LOKA,7.61 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),IZMENSKO,5

363263,STREŽBA,NAKLO,6.50 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),POPOLDAN,

363282,DELO NA TERENU,NOVA GORICA,5.49 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

363291,STREŽBA,LJUBLJANA,5.50 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

363319,POMOČ V STREŽBI,LJUBLJANA,7.00 €/h neto,DLJE ČASA (OBČASNO),POPOLDAN,2

363384,NOVINARSKA DELA,MARIBOR,5.92 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,2

363389,STREŽBA HRANE IN PIJAČE,CERKLJE NA GORENJSKEM,6.00 €/h neto,DLJE ČASA (OBČASNO),DOPOLDAN,

363395,STREŽBA,CELJE,7.00 €/h neto,DLJE ČASA (ZAČ. IN OBČ. DELO),PO DOGOVORU,3
